quantity,interval,method,calibration_factor,mean_interval_width,normalized_interval_width,unit,coverage,measured_node_coverage,unmeasured_node_coverage,width_error_correlation,state_type,safe_claim
return_temperature,95%,raw_ensemble_residual,1.96,6.580076700659341,6.046676129971772,C,97.39665096807954,99.76190476190476,96.65750915750915,-0.03462969053930676,virtual_sensor_estimate,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
return_temperature,95%,conformal_calibrated,1.7887634225006275,6.0052043466265514,5.518404637245488,C,94.99825571254142,99.35897435897436,93.63553113553114,-0.03462969053930671,virtual_sensor_estimate,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
head,80%,raw_ensemble_residual,1.2816,16.27650390140373,11.591539878695993,m,99.68166753881039,100.0,99.58218864468864,0.4535652235948989,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
head,80%,conformal_calibrated,0.3334928593355129,4.235407167653527,3.016304446198464,m,79.99738356881214,85.54945054945054,78.26236263736264,0.45356522359489904,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
head,90%,raw_ensemble_residual,1.6449,20.8904660326303,14.877437536257053,m,99.93022850165707,100.0,99.9084249084249,0.45356522359489876,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
head,90%,conformal_calibrated,0.43208005339357675,5.487478678822786,3.907984682974983,m,89.99651142508286,94.9084249084249,88.46153846153845,0.453565223594899,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
head,95%,raw_ensemble_residual,1.96,24.89228124746512,17.727386206495115,m,99.97819640676784,100.0,99.97138278388277,0.453565223594899,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
head,95%,conformal_calibrated,0.5225453126800518,6.636400452947169,4.726205391976035,m,94.99825571254142,98.11355311355311,94.02472527472527,0.45356522359489876,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
flow,80%,raw_ensemble_residual,1.2816,0.049684054577672124,6.542393407185911,m3/s,98.19030176173034,98.992673992674,97.93956043956044,0.10284231788702505,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
flow,80%,conformal_calibrated,0.6421258592309748,0.02489342715025465,3.2779650343448177,m3/s,79.99738356881214,87.67399267399267,77.59844322344323,0.10284231788702503,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
flow,90%,raw_ensemble_residual,1.6449,0.06376818147223227,8.396990414700458,m3/s,99.14965986394559,99.57875457875458,99.01556776556777,0.10284231788702496,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
flow,90%,conformal_calibrated,0.830964254766305,0.032214164626953604,4.241959318032325,m3/s,89.99651142508286,94.79853479853479,88.49587912087912,0.10284231788702486,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
flow,95%,raw_ensemble_residual,1.96,0.0759837289109218,10.005532988517782,m3/s,99.54212454212454,99.78021978021978,99.46771978021978,0.10284231788702498,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
flow,95%,conformal_calibrated,0.9975190955170329,0.038671030886343945,5.092199090240864,m3/s,94.99825571254142,97.28937728937728,94.28228021978022,0.10284231788702503,simulator_assisted_hidden_state,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
heat_loss,80%,raw_ensemble_residual,1.2816,107.4172178665253,4.179937074026191,kW,79.67032967032966,,,-0.3874093382147979,calibrated_simulator,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
heat_loss,80%,conformal_calibrated,1.2909218339549,108.19852675295559,4.210340225825506,kW,79.94505494505495,,,-0.3874093382147979,calibrated_simulator,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
heat_loss,90%,raw_ensemble_residual,1.6449,137.86718294994338,5.364839648147378,kW,95.87912087912088,,,-0.38740933821479784,calibrated_simulator,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
heat_loss,90%,conformal_calibrated,1.5162424404020567,127.08375823902912,4.945223150630855,kW,89.92673992673993,,,-0.38740933821479806,calibrated_simulator,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
heat_loss,95%,raw_ensemble_residual,1.96,164.27726827277593,6.3925379721374345,kW,99.72527472527473,,,-0.3874093382147977,calibrated_simulator,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
heat_loss,95%,conformal_calibrated,1.6043578360793818,134.4691442056851,5.232611422466168,kW,94.96336996336996,,,-0.387409338214798,calibrated_simulator,Intervals are operational confidence bands; conformal calibration reports empirical coverage and sharpness without claiming perfect probabilistic calibration.
