case,regime,model,sensor_layout,supply_RMSE_C,return_RMSE_C,head_RMSE_m,flow_RMSE_m3_s,pressure_drop_error_percent,heat_loss_error_percent,delivered_heat_error_percent,energy_balance_residual_percent,thermal_delay_error_min,boundary_residual_mean_C,max_temperature_error_C,max_head_error_m,state_type,safe_claim,note,parameter,perturbation
heat_loss_U_1.2x,,Transformer-MSE,S4_five_sensors,0.46809887886047363,1.536792278289795,3.5900235176086426,0.01549233216792345,5.1068072863993095,0.9631762064927475,2.917905068928332,7.546532293725121,240.0,0.044101037085056305,5.7920989990234375,27.04498291015625,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective heat-loss coefficient perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",heat_loss_U_W_m2K,1.2
heat_loss_U_1.2x,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.31711751222610474,1.5261001586914062,3.9901764392852783,0.012550916522741318,0.840971193344767,1.01503107805064,3.8154696566922137,5.216495419213864,270.0,0.17507027089595795,5.0240325927734375,21.388389587402344,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective heat-loss coefficient perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",heat_loss_U_W_m2K,1.2
friction_factor_1.2x,,GRU-MSE,S4_five_sensors,0.30625879764556885,1.7421936988830566,7.344247817993164,0.017727285623550415,12.664002851894427,1.0944577753525648,2.680702802756714,7.940586523221419,60.0,0.13433291018009186,5.4817657470703125,51.00102233886719,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective friction-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",friction_factor,1.2
friction_factor_1.2x,,Transformer-MSE,S4_five_sensors,0.4789873957633972,1.5730458498001099,8.889725685119629,0.016039971262216568,12.953469584322946,0.9585970572272191,2.8718965387760473,7.341701017847884,240.0,0.04355567321181297,5.687343597412109,38.19804382324219,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective friction-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",friction_factor,1.2
friction_factor_1.2x,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.31496068835258484,1.5412153005599976,5.4579362869262695,0.01320397574454546,2.703510439953704,1.0244702626238038,3.8009738623511833,4.139249824073598,270.0,0.17134350538253784,5.016300201416016,27.123977661132812,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective friction-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",friction_factor,1.2
return_temperature_bias_-2C,,GRU-MSE,S4_five_sensors,0.3096495568752289,3.123964786529541,6.744354724884033,0.03007766604423523,13.056839470462094,2.4995991047262023,2.7014656901219647,7.847904836283723,60.0,0.1356256753206253,7.150814056396484,28.327552795410156,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,-2.0
return_temperature_bias_-2C,,Transformer-MSE,S4_five_sensors,0.46842435002326965,2.6408121585845947,5.128820419311523,0.02254546992480755,12.265990224571535,1.8312047488154695,3.0069005262768873,7.720548082518285,240.0,0.04537725821137428,5.866146087646484,36.63319396972656,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,-2.0
return_temperature_bias_-2C,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.31632643938064575,2.8573737144470215,3.3916263580322266,0.02128332480788231,1.7588388180942518,2.395441100203969,3.2399315036778447,5.304023031243946,270.0,0.17674480378627777,5.452129364013672,18.614791870117188,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,-2.0
return_temperature_bias_-1C,,GRU-MSE,S4_five_sensors,0.30919232964515686,2.321967363357544,5.28024435043335,0.02228791080415249,9.095042390078643,1.6941859588859933,2.691367863066207,7.942044226550893,60.0,0.13505403697490692,6.102954864501953,24.706321716308594,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,-1.0
return_temperature_bias_-1C,,Transformer-MSE,S4_five_sensors,0.47125571966171265,1.9504663944244385,4.076277256011963,0.017518961802124977,8.132033533951159,1.1561802359316458,2.9562777397616045,7.65324391554061,240.0,0.04471651092171669,5.027858734130859,32.07122802734375,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,-1.0
return_temperature_bias_-1C,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.3169367015361786,2.1244184970855713,3.6711058616638184,0.01644807867705822,1.0749268554856823,1.642690468253572,3.503648130323694,5.273714887837495,270.0,0.17559942603111267,4.490013122558594,19.949325561523438,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,-1.0
return_temperature_bias_+1C,,GRU-MSE,S4_five_sensors,0.3074072599411011,1.3049978017807007,3.5125324726104736,0.011426355689764023,5.818003376595883,0.7562353500825533,2.6737819872768007,8.161373908529175,60.0,0.13406290113925934,6.272678375244141,33.375144958496094,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,1.0
return_temperature_bias_+1C,,Transformer-MSE,S4_five_sensors,0.47809353470802307,1.5949164628982544,4.091210842132568,0.018157601356506348,4.400586847206213,1.1366885395446298,2.891322496013708,7.4025179534389025,240.0,0.04368797689676285,6.5791473388671875,22.89849853515625,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,1.0
return_temperature_bias_+1C,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.3165748417377472,1.2117483615875244,4.350784778594971,0.011290323920547962,1.1864551834436157,0.6994971466845844,4.180837087973047,5.1407248825536485,270.0,0.1752370446920395,5.7429656982421875,22.943389892578125,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,1.0
return_temperature_bias_+2C,,GRU-MSE,S4_five_sensors,0.3094603419303894,1.5208419561386108,4.2730607986450195,0.014986817725002766,6.943632780568473,0.9635760236059862,2.666216932748265,8.278614786004121,60.0,0.13364970684051514,6.877529144287109,39.52732849121094,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,2.0
return_temperature_bias_+2C,,Transformer-MSE,S4_five_sensors,0.48430538177490234,2.087099313735962,5.485065937042236,0.024523481726646423,6.724178065431002,1.5635942412280808,2.8812538391144984,7.300965901295288,240.0,0.04381036385893822,7.269184112548828,28.09185791015625,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,2.0
return_temperature_bias_+2C,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.31961363554000854,1.4272559881210327,4.7559590339660645,0.0139531958848238,1.8483892354969687,0.8422400610599898,4.617984800586967,5.027346443784858,270.0,0.17591094970703125,6.379993438720703,24.627227783203125,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","return-temperature bias perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_temperature_bias_C,2.0
flow_proxy_0.9x,,GRU-MSE,S4_five_sensors,0.31947726011276245,5.195518493652344,10.168505668640137,0.04822481423616409,24.600512384621123,4.574631102117444,2.7193084571311132,7.672483409664845,75.0,0.13712550699710846,9.43072509765625,35.29438018798828,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","heat-load-based flow proxy perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",flow_proxy,0.9
flow_proxy_0.9x,,Transformer-MSE,S4_five_sensors,0.47023841738700867,4.631391525268555,8.077154159545898,0.03765010088682175,23.1788224177285,3.9120828412242665,3.153907454417519,7.815887030081231,255.0,0.04722654074430466,8.222461700439453,45.19685363769531,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","heat-load-based flow proxy perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",flow_proxy,0.9
flow_proxy_0.9x,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.3245421051979065,4.746476650238037,2.8821043968200684,0.03324507176876068,3.620797854064521,4.314864087684612,2.950282731893057,5.312661453526083,285.0,0.18326906859874725,7.599246978759766,15.90478515625,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","heat-load-based flow proxy perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",flow_proxy,0.9
flow_proxy_1.1x,,GRU-MSE,S4_five_sensors,0.3109305500984192,2.576369524002075,7.3267741203308105,0.02905610203742981,12.72659432014977,1.9877665781292002,2.64952099742692,8.476367379387344,45.0,0.13319383561611176,7.824748992919922,51.4493408203125,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","heat-load-based flow proxy perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",flow_proxy,1.1
flow_proxy_1.1x,,Transformer-MSE,S4_five_sensors,0.49490416049957275,3.2440431118011475,8.707979202270508,0.038315657526254654,12.55877016823609,2.691547898996152,2.8991833265903306,7.173799422796982,225.0,0.044379010796546936,8.29001235961914,36.888214111328125,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","heat-load-based flow proxy perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",flow_proxy,1.1
flow_proxy_1.1x,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.32200491428375244,2.417022466659546,5.485960960388184,0.023201223462820053,3.024577826243572,1.7978341806654672,5.462953193394353,4.775506047268135,255.0,0.17810450494289398,7.337764739990234,27.440963745117188,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","heat-load-based flow proxy perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",flow_proxy,1.1
effective_velocity_0.85x,,GRU-MSE,S4_five_sensors,0.32163211703300476,1.704951524734497,4.031545162200928,0.01518989261239767,6.68862035905822,0.9894827752223627,2.69718100136728,8.048869006384175,75.0,0.13449876010417938,6.075359344482422,27.702117919921875,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective velocity/delay-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",effective_velocity_factor,0.85
effective_velocity_0.85x,,Transformer-MSE,S4_five_sensors,0.48560741543769836,1.5665392875671387,3.5910308361053467,0.015497769229114056,5.114972683095795,0.940789178511491,2.9341232787096696,7.541547256685069,255.0,0.044123098254203796,6.195274353027344,27.0408935546875,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective velocity/delay-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",effective_velocity_factor,0.85
effective_velocity_0.85x,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.329410582780838,1.5392695665359497,3.9903523921966553,0.012556792236864567,0.8621412768473863,0.9696384113155447,3.837876036887986,5.200370952684351,285.0,0.1740744560956955,5.481021881103516,21.388427734375,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective velocity/delay-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",effective_velocity_factor,0.85
effective_velocity_1.15x,,GRU-MSE,S4_five_sensors,0.31408563256263733,1.6082892417907715,4.032387733459473,0.015185530297458172,6.681507041905401,0.9901350535599233,2.678956643843671,8.051694758772655,45.0,0.1345379799604416,4.864368438720703,27.739578247070312,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective velocity/delay-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",effective_velocity_factor,1.15
effective_velocity_1.15x,,Transformer-MSE,S4_five_sensors,0.4711827039718628,1.504400372505188,3.5891993045806885,0.01548389159142971,5.103469184703694,0.9715181450994332,2.9084841181232837,7.54586309964236,225.0,0.04413928836584091,5.214084625244141,27.043502807617188,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective velocity/delay-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",effective_velocity_factor,1.15
effective_velocity_1.15x,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.3222569227218628,1.4934583902359009,3.989941358566284,0.012559319846332073,0.8298262732520524,1.0120571471551494,3.803656570655088,5.229179523908923,255.0,0.175907701253891,4.519767761230469,21.38848876953125,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","effective velocity/delay-factor perturbation. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",effective_velocity_factor,1.15
low_loss_low_friction,,GRU-MSE,S4_five_sensors,0.31133484840393066,1.541751503944397,10.987323760986328,0.013090286403894424,27.118185029415848,0.8774218694365208,2.6837843934744487,8.153245401013354,60.0,0.13530753552913666,5.712135314941406,36.73948669433594,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined low heat-loss and low-friction effective parameters. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",combined,0.8
low_loss_low_friction,,Transformer-MSE,S4_five_sensors,0.4742002487182617,1.5017948150634766,9.037321090698242,0.016289882361888885,26.482622907673193,0.9808884619173521,3.0482000243207175,7.688255344583782,240.0,0.04545455053448677,5.9492950439453125,47.33319854736328,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined low heat-loss and low-friction effective parameters. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",combined,0.8
low_loss_low_friction,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.31390613317489624,1.4655205011367798,2.7902915477752686,0.012099405750632286,3.466301030313307,0.9371389238783232,3.828330886820163,6.070941168434783,270.0,0.18489514291286469,5.085674285888672,15.648468017578125,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined low heat-loss and low-friction effective parameters. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",combined,0.8
high_loss_high_friction,,GRU-MSE,S4_five_sensors,0.30462709069252014,1.7590646743774414,7.3447585105896,0.017725128680467606,12.66515941755989,1.1198920364003944,2.6806757437764928,7.939891948067361,60.0,0.13434338569641113,5.4648895263671875,51.00242614746094,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined high heat-loss and high-friction effective parameters. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",combined,1.2
high_loss_high_friction,,Transformer-MSE,S4_five_sensors,0.47392773628234863,1.5817222595214844,8.890519142150879,0.016039229929447174,12.956021230365675,0.9587586272757324,2.8719336179153223,7.342279793852708,240.0,0.04354236274957657,5.6698455810546875,38.19923400878906,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined high heat-loss and high-friction effective parameters. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",combined,1.2
high_loss_high_friction,,Proposed PI-GNN-GRU-v3 balanced_mode,S4_five_sensors,0.3171258270740509,1.555412769317627,5.458069801330566,0.01319481898099184,2.7008117646412857,1.0479627445223567,3.8030056444952485,4.134217855735277,270.0,0.17132924497127533,5.001003265380859,27.123947143554688,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined high heat-loss and high-friction effective parameters. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",combined,1.2
return_bias_flow_uncertainty,,GRU-MSE,S4_five_sensors,0.3107055425643921,4.086146354675293,12.339874267578125,0.04971429333090782,20.349427877405084,3.347727995171932,2.61580932970789,8.711519898968788,60.0,0.13326378166675568,8.972908020019531,69.25587463378906,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined return-temperature bias and flow-proxy uncertainty. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_bias_flow,1.1
return_bias_flow_uncertainty,,Transformer-MSE,S4_five_sensors,0.5075215101242065,4.747159004211426,13.476509094238281,0.05735274404287338,19.805755775770447,4.039897943131842,3.0836495907644017,7.191387155077137,210.0,0.045349203050136566,9.430660247802734,54.28547668457031,calibrated_simulator + simulator_assisted_hidden_state,"Real operating data define boundary conditions, but these perturbation metrics compare calibrated-simulator and simulator-assisted hidden-state targets; they are not independent real measured-node validation.","combined return-temperature bias and flow-proxy uncertainty. Calibrated parameters are effective parameters for matching plant-level data, not independently measured pipe/hydraulic properties.",return_bias_flow,1.1
