score,threshold_quantile,threshold_value,case,detection_rate_percent,false_alarm_rate_percent,precision,recall,F1,detection_delay_min,state_type,safe_claim
thermal_score,99,3.495555695944906,friction_factor_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
thermal_score,99,3.495555695944906,combined_monitoring_stress,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,90,3.1410636722015357,normal_operation,10.073260073260073,10.073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,90,3.1410636722015357,return_sensor_bias_plus_1C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,90,3.1410636722015357,return_sensor_bias_plus_2C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,90,3.1410636722015357,outlet_sensor_dropout,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,90,3.1410636722015357,heat_loss_coefficient_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,90,3.1410636722015357,friction_factor_plus_20pct,100.0,10.223048327137546,0.12698412698412698,1.0,0.22535211267605632,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,90,3.1410636722015357,combined_monitoring_stress,100.0,10.223048327137546,0.12698412698412698,1.0,0.22535211267605632,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,95,4.7440043785675226,normal_operation,5.0366300366300365,5.0366300366300365,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,95,4.7440043785675226,return_sensor_bias_plus_1C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,95,4.7440043785675226,return_sensor_bias_plus_2C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,95,4.7440043785675226,outlet_sensor_dropout,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,95,4.7440043785675226,heat_loss_coefficient_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,95,4.7440043785675226,friction_factor_plus_20pct,100.0,5.111524163568773,0.22535211267605634,1.0,0.36781609195402304,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,95,4.7440043785675226,combined_monitoring_stress,100.0,5.111524163568773,0.22535211267605634,1.0,0.36781609195402304,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,99,8.078538285561761,normal_operation,1.0073260073260073,1.0073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,99,8.078538285561761,return_sensor_bias_plus_1C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,99,8.078538285561761,return_sensor_bias_plus_2C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,99,8.078538285561761,outlet_sensor_dropout,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,99,8.078538285561761,heat_loss_coefficient_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,99,8.078538285561761,friction_factor_plus_20pct,100.0,1.0223048327137547,0.5925925925925926,1.0,0.7441860465116279,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
hydraulic_score,99,8.078538285561761,combined_monitoring_stress,100.0,1.0223048327137547,0.5925925925925926,1.0,0.7441860465116279,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,90,2.035403309102643,normal_operation,10.073260073260073,10.073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,90,2.035403309102643,return_sensor_bias_plus_1C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,90,2.035403309102643,return_sensor_bias_plus_2C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,90,2.035403309102643,outlet_sensor_dropout,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,90,2.035403309102643,heat_loss_coefficient_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,90,2.035403309102643,friction_factor_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,90,2.035403309102643,combined_monitoring_stress,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,95,2.501848516728765,normal_operation,5.0366300366300365,5.0366300366300365,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,95,2.501848516728765,return_sensor_bias_plus_1C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,95,2.501848516728765,return_sensor_bias_plus_2C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,95,2.501848516728765,outlet_sensor_dropout,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,95,2.501848516728765,heat_loss_coefficient_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,95,2.501848516728765,friction_factor_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,95,2.501848516728765,combined_monitoring_stress,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,99,3.3554597822840786,normal_operation,1.0073260073260073,1.0073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,99,3.3554597822840786,return_sensor_bias_plus_1C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,99,3.3554597822840786,return_sensor_bias_plus_2C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,99,3.3554597822840786,outlet_sensor_dropout,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,99,3.3554597822840786,heat_loss_coefficient_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,99,3.3554597822840786,friction_factor_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
energy_score,99,3.3554597822840786,combined_monitoring_stress,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,90,0.9998687672243018,normal_operation,0.0,0.0,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,90,0.9998687672243018,return_sensor_bias_plus_1C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,90,0.9998687672243018,return_sensor_bias_plus_2C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,90,0.9998687672243018,outlet_sensor_dropout,100.0,0.0,1.0,1.0,1.0,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,90,0.9998687672243018,heat_loss_coefficient_plus_20pct,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,90,0.9998687672243018,friction_factor_plus_20pct,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,90,0.9998687672243018,combined_monitoring_stress,100.0,0.0,1.0,1.0,1.0,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,95,0.9998687672243018,normal_operation,0.0,0.0,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,95,0.9998687672243018,return_sensor_bias_plus_1C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,95,0.9998687672243018,return_sensor_bias_plus_2C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,95,0.9998687672243018,outlet_sensor_dropout,100.0,0.0,1.0,1.0,1.0,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,95,0.9998687672243018,heat_loss_coefficient_plus_20pct,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,95,0.9998687672243018,friction_factor_plus_20pct,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,95,0.9998687672243018,combined_monitoring_stress,100.0,0.0,1.0,1.0,1.0,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,99,0.9998687672243018,normal_operation,0.0,0.0,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,99,0.9998687672243018,return_sensor_bias_plus_1C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,99,0.9998687672243018,return_sensor_bias_plus_2C,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,99,0.9998687672243018,outlet_sensor_dropout,100.0,0.0,1.0,1.0,1.0,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,99,0.9998687672243018,heat_loss_coefficient_plus_20pct,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,99,0.9998687672243018,friction_factor_plus_20pct,0.0,0.0,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
sensor_health_score,99,0.9998687672243018,combined_monitoring_stress,100.0,0.0,1.0,1.0,1.0,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,90,2.446628331775267,normal_operation,10.073260073260073,10.073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,90,2.446628331775267,return_sensor_bias_plus_1C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,90,2.446628331775267,return_sensor_bias_plus_2C,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,90,2.446628331775267,outlet_sensor_dropout,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,90,2.446628331775267,heat_loss_coefficient_plus_20pct,0.0,10.223048327137546,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,90,2.446628331775267,friction_factor_plus_20pct,100.0,10.223048327137546,0.12698412698412698,1.0,0.22535211267605632,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,90,2.446628331775267,combined_monitoring_stress,100.0,10.223048327137546,0.12698412698412698,1.0,0.22535211267605632,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,95,2.7424059958567097,normal_operation,5.0366300366300365,5.0366300366300365,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,95,2.7424059958567097,return_sensor_bias_plus_1C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,95,2.7424059958567097,return_sensor_bias_plus_2C,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,95,2.7424059958567097,outlet_sensor_dropout,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,95,2.7424059958567097,heat_loss_coefficient_plus_20pct,0.0,5.111524163568773,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,95,2.7424059958567097,friction_factor_plus_20pct,100.0,5.111524163568773,0.22535211267605634,1.0,0.36781609195402304,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,95,2.7424059958567097,combined_monitoring_stress,100.0,5.111524163568773,0.22535211267605634,1.0,0.36781609195402304,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,99,3.2043829161479067,normal_operation,1.0073260073260073,1.0073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,99,3.2043829161479067,return_sensor_bias_plus_1C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,99,3.2043829161479067,return_sensor_bias_plus_2C,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,99,3.2043829161479067,outlet_sensor_dropout,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,99,3.2043829161479067,heat_loss_coefficient_plus_20pct,0.0,1.0223048327137547,0.0,0.0,0.0,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,99,3.2043829161479067,friction_factor_plus_20pct,100.0,1.0223048327137547,0.5925925925925926,1.0,0.7441860465116279,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
combined_score,99,3.2043829161479067,combined_monitoring_stress,100.0,1.0223048327137547,0.5925925925925926,1.0,0.7441860465116279,0.0,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
return_ewma_score,90,2.882708803557261,normal_operation,10.073260073260073,10.073260073260073,0.0,,,,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,"Threshold sweep reports sensitivity/false-alarm tradeoffs for controlled perturbations, not field fault validation."
